pages/bookmarks.md	Bookmarks	2023-10-10T14:30:00+00:00	2023-10-10T14:30:00+00:00
pages/colophon.md	Colophon	2023-11-04T14:30:00+00:00	2023-11-04T14:30:00+00:00
pages/cv.md	CV	draft	draft
pages/now.md	Now	2023-10-22T14:30:00+00:00	2023-10-22T14:30:00+00:00
